,query
119,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
"
120,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
"
121,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
"
122,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
"
123,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
"
124,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
"
125,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
"
126,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
"
127,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
"
128,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
 ?fromage dbpprop:country ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" ) ) 
OPTIONAL { 
    ?fromage dbpprop:aging ?fraicheur }.
}"
129,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
 ?fromage dbpprop:country ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" ) ) 
OPTIONAL { 
    ?fromage dbpprop:aging ?fraicheur }.
}"
130,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
 ?fromage dbpprop:country ?pays .
 
FILTER (langMatches(lang(?nomFromage), ""en"")  ).
OPTIONAL { 
    ?fromage dbpprop:aging ?fraicheur }.
}"
